"Title","URL"
"Bao (2018)","https://letterboxd.com/film/bao-2018/"
"The Gift (2015)","https://letterboxd.com/film/the-gift-2015-1/"
"Bridget Jones's Baby (2016)","https://letterboxd.com/film/bridget-joness-baby/"
"Penguins of Madagascar (2014)","https://letterboxd.com/film/penguins-of-madagascar-2014/"
"Anatomy of a Murder (1959)","https://letterboxd.com/film/anatomy-of-a-murder/"
"Roald Dahl's Matilda the Musical (2022)","https://letterboxd.com/film/roald-dahls-matilda-the-musical/"
"Monster (2003)","https://letterboxd.com/film/monster/"
"Dark City (1998)","https://letterboxd.com/film/dark-city-1998/"
"Extraction 2 (2023)","https://letterboxd.com/film/extraction-2/"
"3 Women (1977)","https://letterboxd.com/film/3-women/"
"Goodnight Mommy (2014)","https://letterboxd.com/film/goodnight-mommy/"
"Helter Skelter (2012)","https://letterboxd.com/film/helter-skelter-2012/"
"Still Alice (2014)","https://letterboxd.com/film/still-alice/"
"Someone Great (2019)","https://letterboxd.com/film/someone-great/"
"Man with a Movie Camera (1929)","https://letterboxd.com/film/man-with-a-movie-camera/"
"Miami Vice (2006)","https://letterboxd.com/film/miami-vice/"
"American Made (2017)","https://letterboxd.com/film/american-made/"
"Bride of Chucky (1998)","https://letterboxd.com/film/bride-of-chucky/"
"Nights of Cabiria (1957)","https://letterboxd.com/film/nights-of-cabiria/"
"Black Narcissus (1947)","https://letterboxd.com/film/black-narcissus/"
"Paul Blart: Mall Cop (2009)","https://letterboxd.com/film/paul-blart-mall-cop/"
"Bird (2024)","https://letterboxd.com/film/bird-2024/"
"Body Double (1984)","https://letterboxd.com/film/body-double/"
"Angus, Thongs and Perfect Snogging (2008)","https://letterboxd.com/film/angus-thongs-and-perfect-snogging/"
"Pink Floyd: The Wall (1982)","https://letterboxd.com/film/pink-floyd-the-wall/"
"A League of Their Own (1992)","https://letterboxd.com/film/a-league-of-their-own/"
"The Taste of Things (2023)","https://letterboxd.com/film/the-taste-of-things/"
"Last Christmas (2019)","https://letterboxd.com/film/last-christmas-2019/"
"The Internship (2013)","https://letterboxd.com/film/the-internship/"
"The Rock (1996)","https://letterboxd.com/film/the-rock/"
"Tron (1982)","https://letterboxd.com/film/tron/"
"Strange Days (1995)","https://letterboxd.com/film/strange-days/"
"A Time to Kill (1996)","https://letterboxd.com/film/a-time-to-kill-1996/"
"Phone Booth (2002)","https://letterboxd.com/film/phone-booth/"
"Hellboy II: The Golden Army (2008)","https://letterboxd.com/film/hellboy-ii-the-golden-army/"
"Daredevil (2003)","https://letterboxd.com/film/daredevil/"
"Fright Night (1985)","https://letterboxd.com/film/fright-night/"
"Benedetta (2021)","https://letterboxd.com/film/benedetta/"
"That's My Boy (2012)","https://letterboxd.com/film/thats-my-boy-2012/"
"The Sisterhood of the Traveling Pants (2005)","https://letterboxd.com/film/the-sisterhood-of-the-traveling-pants/"
"The Strangers: Chapter 1 (2024)","https://letterboxd.com/film/the-strangers-chapter-1/"
"Terminator 3: Rise of the Machines (2003)","https://letterboxd.com/film/terminator-3-rise-of-the-machines/"
"The Call (2020)","https://letterboxd.com/film/the-call-2020-3/"
"Cloudy with a Chance of Meatballs 2 (2013)","https://letterboxd.com/film/cloudy-with-a-chance-of-meatballs-2/"
"Memoirs of a Geisha (2005)","https://letterboxd.com/film/memoirs-of-a-geisha/"
"I Want to Eat Your Pancreas (2018)","https://letterboxd.com/film/i-want-to-eat-your-pancreas/"
"Babe (1995)","https://letterboxd.com/film/babe/"
"Spaceman (2024)","https://letterboxd.com/film/spaceman-2024/"
"Wild Things (1998)","https://letterboxd.com/film/wild-things/"
"Little Fish (2020)","https://letterboxd.com/film/little-fish-2020/"
"Snow White and the Huntsman (2012)","https://letterboxd.com/film/snow-white-and-the-huntsman/"
"Blades of Glory (2007)","https://letterboxd.com/film/blades-of-glory/"
"Galaxy Quest (1999)","https://letterboxd.com/film/galaxy-quest/"
"Bringing Up Baby (1938)","https://letterboxd.com/film/bringing-up-baby/"
"Cool Hand Luke (1967)","https://letterboxd.com/film/cool-hand-luke/"
"Mad Max Beyond Thunderdome (1985)","https://letterboxd.com/film/mad-max-beyond-thunderdome/"
"The Good Nurse (2022)","https://letterboxd.com/film/the-good-nurse/"
"My Fair Lady (1964)","https://letterboxd.com/film/my-fair-lady/"
"Touch of Evil (1958)","https://letterboxd.com/film/touch-of-evil/"
"The Miseducation of Cameron Post (2018)","https://letterboxd.com/film/the-miseducation-of-cameron-post/"
"The Hitman's Bodyguard (2017)","https://letterboxd.com/film/the-hitmans-bodyguard/"
"Reality Bites (1994)","https://letterboxd.com/film/reality-bites/"
"The Shallows (2016)","https://letterboxd.com/film/the-shallows/"
"Red Sparrow (2018)","https://letterboxd.com/film/red-sparrow/"
"Death Note (2017)","https://letterboxd.com/film/death-note-2017/"
"Satantango (1994)","https://letterboxd.com/film/satantango/"
"Valerie and Her Week of Wonders (1970)","https://letterboxd.com/film/valerie-and-her-week-of-wonders/"
"Best in Show (2000)","https://letterboxd.com/film/best-in-show/"
"Hot Summer Nights (2017)","https://letterboxd.com/film/hot-summer-nights/"
"Peeping Tom (1960)","https://letterboxd.com/film/peeping-tom/"
"The Return of the Living Dead (1985)","https://letterboxd.com/film/the-return-of-the-living-dead/"
"21 (2008)","https://letterboxd.com/film/21/"
"Match Point (2005)","https://letterboxd.com/film/match-point/"
"Munich (2005)","https://letterboxd.com/film/munich/"
"A Dog's Will (2000)","https://letterboxd.com/film/a-dogs-will/"
"The Sea Beast (2022)","https://letterboxd.com/film/the-sea-beast-2022/"
"The Cook, the Thief, His Wife & Her Lover (1989)","https://letterboxd.com/film/the-cook-the-thief-his-wife-her-lover/"
"He's All That (2021)","https://letterboxd.com/film/hes-all-that/"
"The Boy (2016)","https://letterboxd.com/film/the-boy-2016/"
"Kwaidan (1964)","https://letterboxd.com/film/kwaidan/"
"If Anything Happens I Love You (2020)","https://letterboxd.com/film/if-anything-happens-i-love-you/"
"The Lion King II: Simba's Pride (1998)","https://letterboxd.com/film/the-lion-king-ii-simbas-pride/"
"Nymphomaniac: Vol. II (2013)","https://letterboxd.com/film/nymphomaniac-volume-ii/"
"Don Jon (2013)","https://letterboxd.com/film/don-jon/"
"Ma Rainey's Black Bottom (2020)","https://letterboxd.com/film/ma-raineys-black-bottom/"
"The Blackening (2022)","https://letterboxd.com/film/the-blackening/"
"Everest (2015)","https://letterboxd.com/film/everest-2015/"
"The Grudge (2004)","https://letterboxd.com/film/the-grudge/"
"Ghostland (2018)","https://letterboxd.com/film/ghostland/"
"A Monster Calls (2016)","https://letterboxd.com/film/a-monster-calls/"
"Jumper (2008)","https://letterboxd.com/film/jumper/"
"Saving Face (2004)","https://letterboxd.com/film/saving-face/"
"The Hills Have Eyes (1977)","https://letterboxd.com/film/the-hills-have-eyes/"
"13th (2016)","https://letterboxd.com/film/13th/"
"My Octopus Teacher (2020)","https://letterboxd.com/film/my-octopus-teacher/"
"Senior Year (2022)","https://letterboxd.com/film/senior-year-2022/"
"Parthenope (2024)","https://letterboxd.com/film/parthenope/"
"The Brood (1979)","https://letterboxd.com/film/the-brood/"
"Crush (2022)","https://letterboxd.com/film/crush-2022/"
"Field of Dreams (1989)","https://letterboxd.com/film/field-of-dreams/"
"Take Shelter (2011)","https://letterboxd.com/film/take-shelter/"
"Whip It (2009)","https://letterboxd.com/film/whip-it/"
"Fences (2016)","https://letterboxd.com/film/fences-2016/"
"L'Avventura (1960)","https://letterboxd.com/film/lavventura/"
"In the Name of the Father (1993)","https://letterboxd.com/film/in-the-name-of-the-father-1993/"
"Fitzcarraldo (1982)","https://letterboxd.com/film/fitzcarraldo/"
"Blockers (2018)","https://letterboxd.com/film/blockers/"
"Black Bear (2020)","https://letterboxd.com/film/black-bear/"
"Frida (2002)","https://letterboxd.com/film/frida/"
"Donkey Skin (1970)","https://letterboxd.com/film/donkey-skin/"
"Daddy's Home (2015)","https://letterboxd.com/film/daddys-home/"
"Flee (2021)","https://letterboxd.com/film/flee-2021/"
"Antz (1998)","https://letterboxd.com/film/antz/"
"The English Patient (1996)","https://letterboxd.com/film/the-english-patient/"
"Barbie in the 12 Dancing Princesses (2006)","https://letterboxd.com/film/barbie-in-the-12-dancing-princesses/"
"Cruising (1980)","https://letterboxd.com/film/cruising/"
"The Wolf House (2018)","https://letterboxd.com/film/the-wolf-house/"
"Knight of Cups (2015)","https://letterboxd.com/film/knight-of-cups/"
"La Strada (1954)","https://letterboxd.com/film/la-strada/"
"Heavenly Creatures (1994)","https://letterboxd.com/film/heavenly-creatures/"
"Malena (2000)","https://letterboxd.com/film/malena/"
"Sentimental Value (2025)","https://letterboxd.com/film/sentimental-value-2025/"
"Across the Universe (2007)","https://letterboxd.com/film/across-the-universe/"
"The Woman in Black (2012)","https://letterboxd.com/film/the-woman-in-black-2012/"
"Evangelion: 3.0+1.0 Thrice Upon a Time (2021)","https://letterboxd.com/film/evangelion-3010-thrice-upon-a-time/"
"The Lord of the Rings: The War of the Rohirrim (2024)","https://letterboxd.com/film/the-lord-of-the-rings-the-war-of-the-rohirrim/"
"Moonage Daydream (2022)","https://letterboxd.com/film/moonage-daydream/"
"Milk (2008)","https://letterboxd.com/film/milk-2008/"
"Rush Hour 3 (2007)","https://letterboxd.com/film/rush-hour-3/"
"Bedtime Stories (2008)","https://letterboxd.com/film/bedtime-stories/"
"Cobweb (2023)","https://letterboxd.com/film/cobweb-2023/"
"The Mask of Zorro (1998)","https://letterboxd.com/film/the-mask-of-zorro/"
"Late Spring (1949)","https://letterboxd.com/film/late-spring/"
"Norbit (2007)","https://letterboxd.com/film/norbit/"
"The Ugly Truth (2009)","https://letterboxd.com/film/the-ugly-truth/"
"Pusher (1996)","https://letterboxd.com/film/pusher/"
"Overlord (2018)","https://letterboxd.com/film/overlord-2018/"
"Snack Shack (2024)","https://letterboxd.com/film/snack-shack/"
"Friday the 13th Part III (1982)","https://letterboxd.com/film/friday-the-13th-part-iii/"
"Foxcatcher (2014)","https://letterboxd.com/film/foxcatcher/"
"Hotel Rwanda (2004)","https://letterboxd.com/film/hotel-rwanda/"
"Equilibrium (2002)","https://letterboxd.com/film/equilibrium/"
"Failure to Launch (2006)","https://letterboxd.com/film/failure-to-launch/"
"Fighting with My Family (2019)","https://letterboxd.com/film/fighting-with-my-family/"
"Escape Room: Tournament of Champions (2021)","https://letterboxd.com/film/escape-room-tournament-of-champions/"
"King Kong (1933)","https://letterboxd.com/film/king-kong/"
"WHAT DID JACK DO? (2017)","https://letterboxd.com/film/what-did-jack-do/"
"The Reader (2008)","https://letterboxd.com/film/the-reader/"
"The Waterboy (1998)","https://letterboxd.com/film/the-waterboy/"
"The Longest Yard (2005)","https://letterboxd.com/film/the-longest-yard-2005/"
"The Texas Chainsaw Massacre (2003)","https://letterboxd.com/film/the-texas-chainsaw-massacre/"
"Journey to the Center of the Earth (2008)","https://letterboxd.com/film/journey-to-the-center-of-the-earth-2008/"
"The Quiet Girl (2022)","https://letterboxd.com/film/the-quiet-girl/"
"King Arthur: Legend of the Sword (2017)","https://letterboxd.com/film/king-arthur-legend-of-the-sword/"
"Burnt (2015)","https://letterboxd.com/film/burnt/"
"Teenage Mutant Ninja Turtles (2014)","https://letterboxd.com/film/teenage-mutant-ninja-turtles-2014/"
"The Raid 2 (2014)","https://letterboxd.com/film/the-raid-2/"
"Party Girl (1995)","https://letterboxd.com/film/party-girl-1995/"
"Migration (2023)","https://letterboxd.com/film/migration-2023/"
"Duel (1971)","https://letterboxd.com/film/duel/"
"The Teachers' Lounge (2023)","https://letterboxd.com/film/the-teachers-lounge-2023/"
"Personal Shopper (2016)","https://letterboxd.com/film/personal-shopper/"
"Midnight Run (1988)","https://letterboxd.com/film/midnight-run/"
"The Map That Leads to You (2025)","https://letterboxd.com/film/the-map-that-leads-to-you/"
"Prince of Darkness (1987)","https://letterboxd.com/film/prince-of-darkness/"
"The Hot Chick (2002)","https://letterboxd.com/film/the-hot-chick/"
"The Cable Guy (1996)","https://letterboxd.com/film/the-cable-guy/"
"Fatal Attraction (1987)","https://letterboxd.com/film/fatal-attraction/"
"Fifty Shades Darker (2017)","https://letterboxd.com/film/fifty-shades-darker/"
"Just My Luck (2006)","https://letterboxd.com/film/just-my-luck-2006/"
"Unbroken (2014)","https://letterboxd.com/film/unbroken/"
"The Hunger (1983)","https://letterboxd.com/film/the-hunger/"
"Once (2007)","https://letterboxd.com/film/once/"
"Rio 2 (2014)","https://letterboxd.com/film/rio-2/"
"Cam (2018)","https://letterboxd.com/film/cam/"
"The Sword in the Stone (1963)","https://letterboxd.com/film/the-sword-in-the-stone/"
"The Texas Chainsaw Massacre 2 (1986)","https://letterboxd.com/film/the-texas-chainsaw-massacre-2/"
"Attack the Block (2011)","https://letterboxd.com/film/attack-the-block/"
"Ms. Marvel (2022)","https://letterboxd.com/film/ms-marvel/"
"The White Ribbon (2009)","https://letterboxd.com/film/the-white-ribbon/"
"The Human Condition I: No Greater Love (1959)","https://letterboxd.com/film/the-human-condition-i-no-greater-love/"
"Joy (2015)","https://letterboxd.com/film/joy-2015/"
"The Girl Who Leapt Through Time (2006)","https://letterboxd.com/film/the-girl-who-leapt-through-time/"
"The Lizzie McGuire Movie (2003)","https://letterboxd.com/film/the-lizzie-mcguire-movie/"
"I Believe in Unicorns (2014)","https://letterboxd.com/film/i-believe-in-unicorns/"
"Rampage (2018)","https://letterboxd.com/film/rampage-2018/"
"Moonfall (2022)","https://letterboxd.com/film/moonfall/"
"Insidious: Chapter 3 (2015)","https://letterboxd.com/film/insidious-chapter-3/"
"Black Mirror: Loch Henry (2023)","https://letterboxd.com/film/black-mirror-loch-henry/"
"Child's Play 2 (1990)","https://letterboxd.com/film/childs-play-2/"
"The Kid (1921)","https://letterboxd.com/film/the-kid/"
"Halloweentown (1998)","https://letterboxd.com/film/halloweentown/"
"Rocky Balboa (2006)","https://letterboxd.com/film/rocky-balboa/"
"Harold & Kumar Go to White Castle (2004)","https://letterboxd.com/film/harold-kumar-go-to-white-castle/"
"A Nightmare on Elm Street (2010)","https://letterboxd.com/film/a-nightmare-on-elm-street-2010/"
"Thesis (1996)","https://letterboxd.com/film/thesis/"
"The Wrong Trousers (1993)","https://letterboxd.com/film/the-wrong-trousers/"
"Pain & Gain (2013)","https://letterboxd.com/film/pain-gain/"
"This Is England (2006)","https://letterboxd.com/film/this-is-england/"
"Lara Croft: Tomb Raider (2001)","https://letterboxd.com/film/lara-croft-tomb-raider/"
"Winnie the Pooh: Blood and Honey (2023)","https://letterboxd.com/film/winnie-the-pooh-blood-and-honey/"
"Maid (2021)","https://letterboxd.com/film/maid-2021/"
"The Muppet Movie (1979)","https://letterboxd.com/film/the-muppet-movie/"
"The Fall of the House of Usher (2023)","https://letterboxd.com/film/the-fall-of-the-house-of-usher-2023/"
"About a Boy (2002)","https://letterboxd.com/film/about-a-boy/"
"Borderlands (2024)","https://letterboxd.com/film/borderlands-2024/"
"The General (1926)","https://letterboxd.com/film/the-general/"
"Cyberpunk: Edgerunners (2022)","https://letterboxd.com/film/cyberpunk-edgerunners/"
"The Color Purple (2023)","https://letterboxd.com/film/the-color-purple-2023/"
"Mr. Peabody & Sherman (2014)","https://letterboxd.com/film/mr-peabody-sherman/"
"Diary of a Wimpy Kid: Dog Days (2012)","https://letterboxd.com/film/diary-of-a-wimpy-kid-dog-days/"
"Trolls Band Together (2023)","https://letterboxd.com/film/trolls-band-together/"
"Ida (2013)","https://letterboxd.com/film/ida/"
"Predator 2 (1990)","https://letterboxd.com/film/predator-2/"
"The Voyeurs (2021)","https://letterboxd.com/film/the-voyeurs-2021/"
"Due Date (2010)","https://letterboxd.com/film/due-date/"
"The Hate U Give (2018)","https://letterboxd.com/film/the-hate-u-give/"
"Spy Kids 3-D: Game Over (2003)","https://letterboxd.com/film/spy-kids-3-d-game-over/"
"Crash (2004)","https://letterboxd.com/film/crash-2004/"
"Nanny McPhee (2005)","https://letterboxd.com/film/nanny-mcphee/"
"Friday the 13th: The Final Chapter (1984)","https://letterboxd.com/film/friday-the-13th-the-final-chapter/"
"A Scanner Darkly (2006)","https://letterboxd.com/film/a-scanner-darkly/"
"Before the Devil Knows You're Dead (2007)","https://letterboxd.com/film/before-the-devil-knows-youre-dead/"
"Meshes of the Afternoon (1943)","https://letterboxd.com/film/meshes-of-the-afternoon/"
"The Poughkeepsie Tapes (2007)","https://letterboxd.com/film/the-poughkeepsie-tapes/"
"Nobody 2 (2025)","https://letterboxd.com/film/nobody-2/"
"Black Mirror: Beyond the Sea (2023)","https://letterboxd.com/film/black-mirror-beyond-the-sea/"
"Road House (1989)","https://letterboxd.com/film/road-house/"
"A Hard Day's Night (1964)","https://letterboxd.com/film/a-hard-days-night/"
"To Catch a Thief (1955)","https://letterboxd.com/film/to-catch-a-thief/"
"She-Hulk: Attorney at Law (2022)","https://letterboxd.com/film/she-hulk-attorney-at-law/"
"Long Shot (2019)","https://letterboxd.com/film/long-shot-2019/"
"Triple Frontier (2019)","https://letterboxd.com/film/triple-frontier/"
"The Bridges of Madison County (1995)","https://letterboxd.com/film/the-bridges-of-madison-county/"
"The Tearsmith (2024)","https://letterboxd.com/film/the-tearsmith/"
"Holy Motors (2012)","https://letterboxd.com/film/holy-motors/"
"Wrath of Man (2021)","https://letterboxd.com/film/wrath-of-man/"
"Black Mirror: Shut Up and Dance (2016)","https://letterboxd.com/film/black-mirror-shut-up-and-dance/"
"Police Story (1985)","https://letterboxd.com/film/police-story/"
"The Little Prince (2015)","https://letterboxd.com/film/the-little-prince-2015/"
"Le Bonheur (1965)","https://letterboxd.com/film/happiness-1965/"
"Enter the Dragon (1973)","https://letterboxd.com/film/enter-the-dragon/"
"The Last Voyage of the Demeter (2023)","https://letterboxd.com/film/the-last-voyage-of-the-demeter/"
"Elite Squad (2007)","https://letterboxd.com/film/elite-squad/"
"Truth or Dare (2018)","https://letterboxd.com/film/truth-or-dare-2018/"
"A Single Man (2009)","https://letterboxd.com/film/a-single-man/"
"Oz the Great and Powerful (2013)","https://letterboxd.com/film/oz-the-great-and-powerful/"
"Mississippi Burning (1988)","https://letterboxd.com/film/mississippi-burning/"
"Daisy Jones & the Six (2023)","https://letterboxd.com/film/daisy-jones-the-six/"
"The Witches of Eastwick (1987)","https://letterboxd.com/film/the-witches-of-eastwick/"
"Dear Zachary: A Letter to a Son About His Father (2008)","https://letterboxd.com/film/dear-zachary-a-letter-to-a-son-about-his-father/"
"Willy's Wonderland (2021)","https://letterboxd.com/film/willys-wonderland/"
"Dogma (1999)","https://letterboxd.com/film/dogma/"
"The Magnificent Seven (2016)","https://letterboxd.com/film/the-magnificent-seven-2016/"
"You Don't Mess with the Zohan (2008)","https://letterboxd.com/film/you-dont-mess-with-the-zohan/"
"Fish Tank (2009)","https://letterboxd.com/film/fish-tank/"
"25th Hour (2002)","https://letterboxd.com/film/25th-hour/"
"Tomorrowland (2015)","https://letterboxd.com/film/tomorrowland/"
"Ivan's Childhood (1962)","https://letterboxd.com/film/ivans-childhood/"
"Uncle Boonmee Who Can Recall His Past Lives (2010)","https://letterboxd.com/film/uncle-boonmee-who-can-recall-his-past-lives/"
"Velvet Buzzsaw (2019)","https://letterboxd.com/film/velvet-buzzsaw/"
"A Hidden Life (2019)","https://letterboxd.com/film/a-hidden-life-2019/"
"6 Underground (2019)","https://letterboxd.com/film/6-underground/"
"Here (2024)","https://letterboxd.com/film/here-2024/"
"The Philadelphia Story (1940)","https://letterboxd.com/film/the-philadelphia-story/"
"Broker (2022)","https://letterboxd.com/film/broker-2022/"
"Hard Boiled (1992)","https://letterboxd.com/film/hard-boiled/"
"Risky Business (1983)","https://letterboxd.com/film/risky-business/"
"National Treasure: Book of Secrets (2007)","https://letterboxd.com/film/national-treasure-book-of-secrets/"
"Angels & Demons (2009)","https://letterboxd.com/film/angels-demons/"
"The Adventures of Priscilla, Queen of the Desert (1994)","https://letterboxd.com/film/the-adventures-of-priscilla-queen-of-the-desert/"
"La Notte (1961)","https://letterboxd.com/film/la-notte/"
"Precious (2009)","https://letterboxd.com/film/precious/"
"The Boondock Saints (1999)","https://letterboxd.com/film/the-boondock-saints/"
"STRAW (2025)","https://letterboxd.com/film/straw-2025/"
"American Pie 2 (2001)","https://letterboxd.com/film/american-pie-2/"
"The Invisible Guest (2016)","https://letterboxd.com/film/the-invisible-guest/"
"Get Smart (2008)","https://letterboxd.com/film/get-smart/"
"The Harder They Fall (2021)","https://letterboxd.com/film/the-harder-they-fall-2021/"
"The Eyes of Tammy Faye (2021)","https://letterboxd.com/film/the-eyes-of-tammy-faye-2021/"
"Mama (2013)","https://letterboxd.com/film/mama-2013/"
"Wicked Little Letters (2023)","https://letterboxd.com/film/wicked-little-letters/"
"Jackass: The Movie (2002)","https://letterboxd.com/film/jackass-the-movie/"
"Gonjiam: Haunted Asylum (2018)","https://letterboxd.com/film/gonjiam-haunted-asylum/"
"The Order (2024)","https://letterboxd.com/film/the-order-2024/"
"Cry-Baby (1990)","https://letterboxd.com/film/cry-baby/"
"The Kings of Summer (2013)","https://letterboxd.com/film/the-kings-of-summer/"
"On the Count of Three (2021)","https://letterboxd.com/film/on-the-count-of-three/"
"Scott Pilgrim Takes Off (2023)","https://letterboxd.com/film/scott-pilgrim-takes-off-2023/"
"Gremlins 2: The New Batch (1990)","https://letterboxd.com/film/gremlins-2-the-new-batch/"
"I Lost My Body (2019)","https://letterboxd.com/film/i-lost-my-body/"
"Pom Poko (1994)","https://letterboxd.com/film/pom-poko/"
"Tall Girl (2019)","https://letterboxd.com/film/tall-girl/"
"Tinker Bell (2008)","https://letterboxd.com/film/tinkerbell/"
"V/H/S (2012)","https://letterboxd.com/film/v-h-s/"
"Agatha All Along (2024)","https://letterboxd.com/film/agatha-all-along-2024/"
"Blow (2001)","https://letterboxd.com/film/blow/"
"The Wedding Planner (2001)","https://letterboxd.com/film/the-wedding-planner/"
"Mud (2012)","https://letterboxd.com/film/mud/"
"Always Be My Maybe (2019)","https://letterboxd.com/film/always-be-my-maybe-2019/"
"The Bob's Burgers Movie (2022)","https://letterboxd.com/film/the-bobs-burgers-movie/"
"The Dirt (2019)","https://letterboxd.com/film/the-dirt/"
"The Vast of Night (2019)","https://letterboxd.com/film/the-vast-of-night/"
"Scary Movie 4 (2006)","https://letterboxd.com/film/scary-movie-4/"
"She Said (2022)","https://letterboxd.com/film/she-said-2022/"
"How to Be Single (2016)","https://letterboxd.com/film/how-to-be-single/"
"Terminator Genisys (2015)","https://letterboxd.com/film/terminator-genisys/"
"Shallow Grave (1994)","https://letterboxd.com/film/shallow-grave/"
"Au Hasard Balthazar (1966)","https://letterboxd.com/film/au-hasard-balthazar/"
"Pee-wee's Big Adventure (1985)","https://letterboxd.com/film/pee-wees-big-adventure/"
"Altered States (1980)","https://letterboxd.com/film/altered-states/"
"Children of the Corn (1984)","https://letterboxd.com/film/children-of-the-corn/"
"Pacific Rim: Uprising (2018)","https://letterboxd.com/film/pacific-rim-uprising/"
"Clash of the Titans (2010)","https://letterboxd.com/film/clash-of-the-titans-2010/"
"Capote (2005)","https://letterboxd.com/film/capote/"
"The Wave (2008)","https://letterboxd.com/film/the-wave-2008/"
"Alphaville (1965)","https://letterboxd.com/film/alphaville/"
"Planet of the Apes (2001)","https://letterboxd.com/film/planet-of-the-apes-2001/"
"Black Mirror: Fifteen Million Merits (2011)","https://letterboxd.com/film/black-mirror-fifteen-million-merits/"
"The Guest (2014)","https://letterboxd.com/film/the-guest-2014/"
"Monster (2004)","https://letterboxd.com/film/monster-2004/"
"Old School (2003)","https://letterboxd.com/film/old-school/"
"Totally F***ed Up (1993)","https://letterboxd.com/film/totally-fed-up/"
"Noroi: The Curse (2005)","https://letterboxd.com/film/noroi-the-curse/"
"The Wild Bunch (1969)","https://letterboxd.com/film/the-wild-bunch/"
"Angst (1983)","https://letterboxd.com/film/angst/"
"Stuck in Love (2012)","https://letterboxd.com/film/stuck-in-love/"
"New Nightmare (1994)","https://letterboxd.com/film/new-nightmare/"
"Your Name Engraved Herein (2020)","https://letterboxd.com/film/your-name-engraved-herein/"
"The Land Before Time (1988)","https://letterboxd.com/film/the-land-before-time/"
"Ace Ventura: When Nature Calls (1995)","https://letterboxd.com/film/ace-ventura-when-nature-calls/"
"Ender's Game (2013)","https://letterboxd.com/film/enders-game/"
"There's Still Tomorrow (2023)","https://letterboxd.com/film/theres-still-tomorrow/"
"Hanna (2011)","https://letterboxd.com/film/hanna/"
"Barbie: Princess Charm School (2011)","https://letterboxd.com/film/barbie-princess-charm-school/"
"Society (1989)","https://letterboxd.com/film/society/"
"Through My Window (2022)","https://letterboxd.com/film/through-my-window/"
"30 Days of Night (2007)","https://letterboxd.com/film/30-days-of-night/"
"Fracture (2007)","https://letterboxd.com/film/fracture/"
"The Blob (1988)","https://letterboxd.com/film/the-blob-1988/"
"Richard Jewell (2019)","https://letterboxd.com/film/richard-jewell/"
"Mind Game (2004)","https://letterboxd.com/film/mind-game/"
"Your Fault (2024)","https://letterboxd.com/film/your-fault/"
"Vampyr (1932)","https://letterboxd.com/film/vampyr/"
"Fair Play (2023)","https://letterboxd.com/film/fair-play-2023/"
"Starstruck (2010)","https://letterboxd.com/film/starstruck-2010/"
"The Heat (2013)","https://letterboxd.com/film/the-heat/"
"The Illusionist (2006)","https://letterboxd.com/film/the-illusionist/"
"American Animals (2018)","https://letterboxd.com/film/american-animals/"
"Youth (2015)","https://letterboxd.com/film/youth-2015/"
"The Firm (1993)","https://letterboxd.com/film/the-firm-1993/"
"A Serbian Film (2010)","https://letterboxd.com/film/a-serbian-film/"
"Sirāt (2025)","https://letterboxd.com/film/sirat-2025/"
"Steel Magnolias (1989)","https://letterboxd.com/film/steel-magnolias/"
"Saving Mr. Banks (2013)","https://letterboxd.com/film/saving-mr-banks/"
"Apostle (2018)","https://letterboxd.com/film/apostle-2018/"
"Ghosted (2023)","https://letterboxd.com/film/ghosted-2023/"
"Ugetsu (1953)","https://letterboxd.com/film/ugetsu/"
"Role Models (2008)","https://letterboxd.com/film/role-models/"
"Fullmetal Alchemist: Brotherhood (2009)","https://letterboxd.com/film/fullmetal-alchemist-brotherhood/"
"Halloween H20: 20 Years Later (1998)","https://letterboxd.com/film/halloween-h20-20-years-later/"
"Seven Pounds (2008)","https://letterboxd.com/film/seven-pounds/"
"Legend (1985)","https://letterboxd.com/film/legend/"
"On the Beach at Night Alone (2017)","https://letterboxd.com/film/on-the-beach-at-night-alone/"
"Suicide Club (2001)","https://letterboxd.com/film/suicide-club/"
"Show Me Love (1998)","https://letterboxd.com/film/show-me-love/"
"Barb & Star Go to Vista Del Mar (2021)","https://letterboxd.com/film/barb-star-go-to-vista-del-mar/"
"Assassin's Creed (2016)","https://letterboxd.com/film/assassins-creed/"
"Stranger Than Paradise (1984)","https://letterboxd.com/film/stranger-than-paradise/"
"The Gold Rush (1925)","https://letterboxd.com/film/the-gold-rush/"
"The Pacifier (2005)","https://letterboxd.com/film/the-pacifier/"
"Copycat (1995)","https://letterboxd.com/film/copycat/"
"Down by Law (1986)","https://letterboxd.com/film/down-by-law/"
"Circle (2015)","https://letterboxd.com/film/circle-2015/"
"Frank (2014)","https://letterboxd.com/film/frank-2014/"
"Carnival of Souls (1962)","https://letterboxd.com/film/carnival-of-souls/"
"Night Swim (2024)","https://letterboxd.com/film/night-swim-2024/"
"Halloween (2007)","https://letterboxd.com/film/halloween/"
"Amy (2015)","https://letterboxd.com/film/amy-2015/"
"Planet Terror (2007)","https://letterboxd.com/film/planet-terror/"
"Memoria (2021)","https://letterboxd.com/film/memoria-2021/"
"Terminator: Dark Fate (2019)","https://letterboxd.com/film/terminator-dark-fate/"
"The Second Mother (2015)","https://letterboxd.com/film/the-second-mother/"
"The Dark Crystal (1982)","https://letterboxd.com/film/the-dark-crystal/"
