true,pred,count
mystery,action,4
action comedy and silly heroics,crime,4
comedy,funny jokes and crude humor,4
crude humor and satire,funny jokes and crude humor,4
gags,funny jokes and crude humor,4
jokes,funny jokes and crude humor,4
and slapstick humor,funny jokes and crude humor,4
funny jokes and crude humor,funny jokes and crude humor,4
amusing jokes and witty satire,funny jokes and crude humor,4
thriller,mystery,4
intense violence and sexual transgression,mystery,4
thrillers and murder mysteries,thrillers and murder mysteries,4
suspenseful crime thrillers,thrillers and murder mysteries,4
intriguing and suspenseful murder mysteries,mystery,4
twisted dark psychological thriller,thrillers and murder mysteries,4
gothic and eerie haunting horror,comedy,4
fantasy adventure,fantasy,4
heroism,fantasy,4
and swordplay,fantasy,4
underdog fighting and boxing stories,action,4
relationship comedy,and slapstick humor,4
relationship comedy,gags,4
relationship comedy,jokes,4
laugh-out-loud relationship entanglements,and slapstick humor,4
laugh-out-loud relationship entanglements,gags,4
laugh-out-loud relationship entanglements,jokes,4
fantasy,the undead and monster classics,4
the undead and monster classics,gothic and eerie haunting horror,4
creepy,gothic and eerie haunting horror,4
chilling,gothic and eerie haunting horror,4
and terrifying horror,gothic and eerie haunting horror,4
terrifying,gothic and eerie haunting horror,4
haunted,gothic and eerie haunting horror,4
and supernatural horror,gothic and eerie haunting horror,4
gothic and eerie haunting horror,gothic and eerie haunting horror,4
gory,gothic and eerie haunting horror,4
gruesome,gothic and eerie haunting horror,4
and slasher horror,gothic and eerie haunting horror,4
noir and dark crime dramas,comedy,4
the undead and monster classics,action,4
adventure,aliens,4
adventure,monsters,4
adventure,sci-fi and the apocalypse,4
superheroes in action-packed battles with villains,aliens,4
superheroes in action-packed battles with villains,monsters,4
superheroes in action-packed battles with villains,sci-fi and the apocalypse,4
survival horror and zombie carnage,and slasher horror,4
survival horror and zombie carnage,gory,4
survival horror and zombie carnage,gruesome,4
horror,romance,4
horror,intense violence and sexual transgression,4
epic heroes,crude humor and satire,4
monsters,adventure,4
aliens,adventure,4
sci-fi and the apocalypse,adventure,4
explosive and action-packed heroes vs. villains,adventure,4
animation,horror,4
epic heroes,horror,4
superheroes in action-packed battles with villains,horror,4
crime,horror,4
moving relationship stories,powerful stories of heartbreak and suffering,4
touching and sentimental family stories,powerful stories of heartbreak and suffering,4
catchy songs and hilarious musical comedy,romance,4
animation,epic heroes,4
epic adventure and breathtaking battles,adventure,4
dreamlike,horror,4
quirky,horror,4
and surreal storytelling,horror,4
nazis and world war ii,action,3
crime,mystery,3
terrifying,crime,3
haunted,crime,3
and supernatural horror,crime,3
survival horror and zombie carnage,and supernatural horror,3
survival horror and zombie carnage,haunted,3
survival horror and zombie carnage,terrifying,3
the undead and monster classics,action-packed space and alien sagas,3
the undead and monster classics,aliens,3
the undead and monster classics,monsters,3
the undead and monster classics,sci-fi and the apocalypse,3
imaginative space odysseys and alien encounters,thriller,3
chilling experiments and classic monster horror,science fiction,3
crude humor and satire,moving relationship stories,3
disastrous voyages and heroic survival,thriller,3
creepy,science fiction,3
chilling,science fiction,3
and terrifying horror,science fiction,3
comedy,animation,3
animation,moving relationship stories,3
dreamlike,action,3
quirky,action,3
and surreal storytelling,action,3
air pilot heroism and survival,thriller,3
gags,the undead and monster classics,3
jokes,the undead and monster classics,3
and slapstick humor,the undead and monster classics,3
action comedy and silly heroics,horror,3
action comedy and silly heroics,the undead and monster classics,3
funny jokes and crude humor,laugh-out-loud relationship entanglements,3
gags,laugh-out-loud relationship entanglements,3
jokes,laugh-out-loud relationship entanglements,3
and slapstick humor,laugh-out-loud relationship entanglements,3
action-packed space and alien sagas,thriller,3
crime,and slapstick humor,3
crime,gags,3
crime,jokes,3
documentary,comedy,3
surreal and thought-provoking visions of life and death,horror,3
drama,crude humor and satire,3
touching and sentimental family stories,crude humor and satire,3
action,horror,3
survival horror and zombie carnage,thriller,3
comedy,fantasy,3
action,high speed and special ops,3
thriller,high speed and special ops,3
high speed and special ops,high speed and special ops,3
epic heroes,high speed and special ops,3
explosive and action-packed heroes vs. villains,high speed and special ops,3
politics,action,3
politics,thriller,3
propaganda,action,3
propaganda,thriller,3
and political documentaries,action,3
and political documentaries,thriller,3
animation,crude humor and satire,3
imaginative space odysseys and alien encounters,comedy,3
brutal,comedy,3
violent prison drama,comedy,3
thought-provoking sci-fi action and future technology,romance,3
surreal and thought-provoking visions of life and death,romance,3
kids' animated fun and adventure,animation,3
fairy-tale fantasy and enchanted magic,animation,3
superheroes in action-packed battles with villains,fantasy,3
adorable animals and heartwarming families,animation,3
adorable animals and heartwarming families,fantasy,3
powerful poetic and passionate drama,moving relationship stories,3
powerful poetic and passionate drama,romance,3
crime,twisted dark psychological thriller,3
epic history and literature,war,3
surreal and thought-provoking visions of life and death,science fiction,3
family,science fiction,3
relationship comedy,underdogs and coming of age,3
gags,underdogs and coming of age,3
jokes,underdogs and coming of age,3
and slapstick humor,underdogs and coming of age,3
student coming-of-age challenges,underdogs and coming of age,3
adorable animals and heartwarming families,action,3
bloody vampire horror,thriller,3
thrillers and murder mysteries,action,3
bloody vampire horror,and supernatural horror,3
bloody vampire horror,and terrifying horror,3
bloody vampire horror,chilling,3
bloody vampire horror,creepy,3
bloody vampire horror,haunted,3
bloody vampire horror,terrifying,3
action comedy and silly heroics,funny jokes and crude humor,3
thriller,thrillers and murder mysteries,3
thrillers and murder mysteries,mystery,3
suspenseful crime thrillers,mystery,3
intriguing and suspenseful murder mysteries,thrillers and murder mysteries,3
graphic violence and brutal revenge,mystery,3
noir and dark crime dramas,thrillers and murder mysteries,3
the undead and monster classics,mystery,3
underdogs and coming of age,romance,3
mystery,science fiction,3
teen school antics and laughter,crude humor and satire,3
music,music,3
twisted dark psychological thriller,romance,3
inspiring sports underdog stories,comedy,3
romance,fantasy,3
political drama,thriller,3
patriotism,thriller,3
and war,thriller,3
adventure,holiday joy and heartwarming christmas,3
family,holiday joy and heartwarming christmas,3
fantasy,crude humor and satire,3
fantasy,holiday joy and heartwarming christmas,3
holiday joy and heartwarming christmas,holiday joy and heartwarming christmas,3
kids' animated fun and adventure,holiday joy and heartwarming christmas,3
comedy,family,3
action,aliens,3
action,monsters,3
action,sci-fi and the apocalypse,3
epic heroes,aliens,3
epic heroes,monsters,3
epic heroes,sci-fi and the apocalypse,3
sci-fi monster and dinosaur adventures,aliens,3
sci-fi monster and dinosaur adventures,monsters,3
sci-fi monster and dinosaur adventures,sci-fi and the apocalypse,3
thought-provoking sci-fi action and future technology,aliens,3
thought-provoking sci-fi action and future technology,monsters,3
thought-provoking sci-fi action and future technology,sci-fi and the apocalypse,3
wild west outlaws and gunfights,crime,3
intense violence and sexual transgression,and slasher horror,3
intense violence and sexual transgression,gory,3
intense violence and sexual transgression,gruesome,3
riveting political and presidential drama,comedy,3
bravery in war,thriller,3
music,horror,3
drama,military combat and heroic soldiers,3
drama,war and historical adventure,3
political drama,military combat and heroic soldiers,3
political drama,war and historical adventure,3
patriotism,military combat and heroic soldiers,3
patriotism,war and historical adventure,3
and war,military combat and heroic soldiers,3
and war,war and historical adventure,3
gory,mystery,3
gruesome,mystery,3
and slasher horror,mystery,3
adventure,action-packed space and alien sagas,3
intense combat and martial arts,science fiction,3
action-packed space and alien sagas,action-packed space and alien sagas,3
action,and slapstick humor,3
action,gags,3
action,jokes,3
thriller,crude humor and satire,3
high speed and special ops,crude humor and satire,3
explosive and action-packed heroes vs. villains,crude humor and satire,3
adrenaline-fueled action and fast cars,crude humor and satire,3
action-packed space and alien sagas,adventure,3
graphic violence and brutal revenge,twisted dark psychological thriller,3
disastrous voyages and heroic survival,adventure,3
crime,superheroes in action-packed battles with villains,3
action comedy and silly heroics,superheroes in action-packed battles with villains,3
emotional and captivating fantasy storytelling,action,3
emotional and captivating fantasy storytelling,science fiction,3
drama,the undead and monster classics,3
tragic sadness and captivating beauty,powerful stories of heartbreak and suffering,3
tragic sadness and captivating beauty,touching and sentimental family stories,3
teen friendship and coming-of-age,drama,3
emotional life of renowned artists,comedy,3
underdogs and coming of age,horror,3
dreamlike,crime,3
quirky,crime,3
and surreal storytelling,crime,3
drama,powerful stories of heartbreak and suffering,3
powerful stories of heartbreak and suffering,powerful stories of heartbreak and suffering,3
bloody vampire horror,action,3
history,comedy,3
intense political and terrorist thrillers,comedy,3
spooky,crude humor and satire,3
scary comedy,crude humor and satire,3
action,explosive and action-packed heroes vs. villains,3
thriller,explosive and action-packed heroes vs. villains,3
high speed and special ops,explosive and action-packed heroes vs. villains,3
epic heroes,explosive and action-packed heroes vs. villains,3
explosive and action-packed heroes vs. villains,explosive and action-packed heroes vs. villains,3
adrenaline-fueled action and fast cars,explosive and action-packed heroes vs. villains,3
violent action,explosive and action-packed heroes vs. villains,3
guns,explosive and action-packed heroes vs. villains,3
and crime,explosive and action-packed heroes vs. villains,3
science fiction,animation,3
comedy,twisted dark psychological thriller,3
crude humor and satire,twisted dark psychological thriller,3
spooky,twisted dark psychological thriller,3
scary comedy,twisted dark psychological thriller,3
crime,explosive and action-packed heroes vs. villains,3
noir and dark crime dramas,horror,3
moving relationship stories,horror,3
adventure,crime,3
historical battles and epic heroism,adventure,3
tragic sadness and captivating beauty,romance,3
moving relationship stories,crude humor and satire,3
intense combat and martial arts,superheroes in action-packed battles with villains,3
gags,epic heroes,3
jokes,epic heroes,3
and slapstick humor,epic heroes,3
documentary,science fiction,2
funny jokes and crude humor,crime,2
amusing jokes and witty satire,crime,2
catchy songs and hilarious musical comedy,crime,2
gothic and eerie haunting horror,crime,2
creepy,crime,2
chilling,crime,2
and terrifying horror,crime,2
moving relationship stories,documentary,2
fascinating,documentary,2
emotional stories and documentaries,documentary,2
powerful stories of heartbreak and suffering,documentary,2
imaginative space odysseys and alien encounters,action-packed space and alien sagas,2
terrifying,action-packed space and alien sagas,2
terrifying,aliens,2
terrifying,monsters,2
terrifying,sci-fi and the apocalypse,2
haunted,action-packed space and alien sagas,2
haunted,aliens,2
haunted,monsters,2
haunted,sci-fi and the apocalypse,2
and supernatural horror,action-packed space and alien sagas,2
and supernatural horror,aliens,2
and supernatural horror,monsters,2
and supernatural horror,sci-fi and the apocalypse,2
crude humor and satire,adventure,2
action comedy and silly heroics,adventure,2
gags,adventure,2
jokes,adventure,2
and slapstick humor,adventure,2
song and dance,romance,2
dazzling vocal performances and musicals,romance,2
gothic and eerie haunting horror,science fiction,2
science fiction,crude humor and satire,2
faith and religion,horror,2
adventure,moving relationship stories,2
fantasy,moving relationship stories,2
adorable animals and heartwarming families,moving relationship stories,2
fairy-tale fantasy and enchanted magic,moving relationship stories,2
intense violence and sexual transgression,action,2
surreal and thought-provoking visions of life and death,action,2
funny jokes and crude humor,the undead and monster classics,2
amusing jokes and witty satire,the undead and monster classics,2
relationship comedy,touching and sentimental family stories,2
funny jokes and crude humor,moving relationship stories,2
gags,science fiction,2
jokes,science fiction,2
and slapstick humor,science fiction,2
horror,moving relationship stories,2
bravery in war,military combat and heroic soldiers,2
bravery in war,war and historical adventure,2
moving relationship stories,crime,2
underdogs and coming of age,crime,2
humanity and the world around us,crime,2
powerful stories of heartbreak and suffering,crime,2
emotional and touching family dramas,crime,2
documentary,horror,2
humanity's odyssey: earth and beyond,horror,2
emotional and touching family dramas,crude humor and satire,2
song and dance,fantasy,2
exciting spy thrillers with tense intrigue,high speed and special ops,2
intense political and terrorist thrillers,high speed and special ops,2
drama,underdogs and coming of age,2
moving relationship stories,underdogs and coming of age,2
emotional and touching family dramas,underdogs and coming of age,2
touching and sentimental family stories,underdogs and coming of age,2
animation,romance,2
monsters,romance,2
aliens,romance,2
sci-fi and the apocalypse,romance,2
emotional and captivating fantasy storytelling,moving relationship stories,2
fantasy,kids' animated fun and adventure,2
family,kids' animated fun and adventure,2
adventure,kids' animated fun and adventure,2
kids' animated fun and adventure,kids' animated fun and adventure,2
fairy-tale fantasy and enchanted magic,kids' animated fun and adventure,2
superheroes in action-packed battles with villains,animation,2
holiday joy and heartwarming christmas,kids' animated fun and adventure,2
adorable animals and heartwarming families,kids' animated fun and adventure,2
challenging or sexual themes & twists,romance,2
teen school antics and laughter,moving relationship stories,2
noir and dark crime dramas,twisted dark psychological thriller,2
action,war,2
history,war,2
drama,drugs and gangsters,2
drugs and gangsters,drugs and gangsters,2
gritty crime and ruthless gangsters,drugs and gangsters,2
violent crime and drugs,drugs and gangsters,2
violent action,drugs and gangsters,2
guns,drugs and gangsters,2
and crime,drugs and gangsters,2
enduring stories of family and marital drama,romance,2
dangerous technology and the apocalypse,comedy,2
noir and dark crime dramas,action,2
comedy,amusing jokes and witty satire,2
crude humor and satire,amusing jokes and witty satire,2
gags,amusing jokes and witty satire,2
jokes,amusing jokes and witty satire,2
and slapstick humor,amusing jokes and witty satire,2
catchy songs and hilarious musical comedy,funny jokes and crude humor,2
funny jokes and crude humor,amusing jokes and witty satire,2
amusing jokes and witty satire,amusing jokes and witty satire,2
action comedy and silly heroics,amusing jokes and witty satire,2
crime,thrillers and murder mysteries,2
horror,intriguing and suspenseful murder mysteries,2
horror,thrillers and murder mysteries,2
intense violence and sexual transgression,thrillers and murder mysteries,2
thrillers and murder mysteries,intriguing and suspenseful murder mysteries,2
suspenseful crime thrillers,intriguing and suspenseful murder mysteries,2
intriguing and suspenseful murder mysteries,intriguing and suspenseful murder mysteries,2
graphic violence and brutal revenge,intriguing and suspenseful murder mysteries,2
graphic violence and brutal revenge,thrillers and murder mysteries,2
twisted dark psychological thriller,intriguing and suspenseful murder mysteries,2
terrifying,mystery,2
haunted,mystery,2
and supernatural horror,mystery,2
action,family,2
song and dance,family,2
emotional and captivating fantasy storytelling,family,2
monsters,the undead and monster classics,2
aliens,the undead and monster classics,2
sci-fi and the apocalypse,the undead and monster classics,2
gory,science fiction,2
gruesome,science fiction,2
and slasher horror,science fiction,2
emotional and captivating fantasy storytelling,fantasy,2
tv movie,horror,2
underdogs and coming of age,thriller,2
gripping,thrillers and murder mysteries,2
intense violent crime,thrillers and murder mysteries,2
emotional and touching family dramas,adventure,2
powerful stories of heartbreak and suffering,adventure,2
thriller,romance,2
mystery,romance,2
dreamlike,romance,2
quirky,romance,2
and surreal storytelling,romance,2
crime,romance,2
engaging,drama,2
intense crime and casino drama,drama,2
extreme gory horror and cannibalism,horror,2
extreme gory horror and cannibalism,drama,2
horror,fantasy,2
history,thriller,2
romance,and slapstick humor,2
romance,gags,2
romance,jokes,2
fantasy,and supernatural horror,2
fantasy,haunted,2
fantasy,terrifying,2
drama,fantasy,2
epic heroes,fantasy,2
epic adventure and breathtaking battles,fantasy,2
bloody vampire horror,and slasher horror,2
bloody vampire horror,gory,2
bloody vampire horror,gruesome,2
fantasy,romance,2
family,romance,2
music,romance,2
holiday joy and heartwarming christmas,romance,2
comedy,holiday joy and heartwarming christmas,2
crude humor and satire,holiday joy and heartwarming christmas,2
adorable animals and heartwarming families,holiday joy and heartwarming christmas,2
fairy-tale fantasy and enchanted magic,crude humor and satire,2
fairy-tale fantasy and enchanted magic,holiday joy and heartwarming christmas,2
chilling experiments and classic monster horror,action,2
drama,animation,2
sci-fi horror,superheroes in action-packed battles with villains,2
creatures,superheroes in action-packed battles with villains,2
and aliens,superheroes in action-packed battles with villains,2
survival horror and zombie carnage,and terrifying horror,2
survival horror and zombie carnage,chilling,2
survival horror and zombie carnage,creepy,2
intense political and terrorist thrillers,crime,2
riveting political and presidential drama,action,2
riveting political and presidential drama,thriller,2
politics and human rights,comedy,2
the undead and monster classics,romance,2
teen school antics and laughter,action,2
graphic violence and brutal revenge,the undead and monster classics,2
challenging or sexual themes & twists,the undead and monster classics,2
laugh-out-loud relationship entanglements,horror,2
intense combat and martial arts,horror,2
epic history and literature,military combat and heroic soldiers,2
epic history and literature,war and historical adventure,2
historical battles and epic heroism,military combat and heroic soldiers,2
historical battles and epic heroism,war and historical adventure,2
the undead and monster classics,intense violence and sexual transgression,2
gory,intense violence and sexual transgression,2
gruesome,intense violence and sexual transgression,2
and slasher horror,intense violence and sexual transgression,2
gothic and eerie haunting horror,intense violence and sexual transgression,2
gothic and eerie haunting horror,mystery,2
terrifying,intense violence and sexual transgression,2
haunted,intense violence and sexual transgression,2
and supernatural horror,intense violence and sexual transgression,2
twisted dark psychological thriller,gothic and eerie haunting horror,2
twisted dark psychological thriller,intense violence and sexual transgression,2
creepy,intense violence and sexual transgression,2
chilling,intense violence and sexual transgression,2
and terrifying horror,intense violence and sexual transgression,2
challenging or sexual themes & twists,thriller,2
thriller,aliens,2
thriller,monsters,2
thriller,sci-fi and the apocalypse,2
fantasy,aliens,2
fantasy,monsters,2
fantasy,sci-fi and the apocalypse,2
drama,family,2
graphic violence and brutal revenge,action,2
graphic violence and brutal revenge,comedy,2
surreal and thought-provoking visions of life and death,thriller,2
comedy,and slasher horror,2
comedy,gory,2
comedy,gruesome,2
teen school antics and laughter,horror,2
laugh-out-loud relationship entanglements,underdogs and coming of age,2
epic heroes,and slapstick humor,2
epic heroes,gags,2
epic heroes,jokes,2
heists and thrilling action,crude humor and satire,2
high speed and special ops,adventure,2
adrenaline-fueled action and fast cars,adventure,2
thrillers and murder mysteries,and slasher horror,2
thrillers and murder mysteries,gory,2
thrillers and murder mysteries,gruesome,2
intriguing and suspenseful murder mysteries,and slasher horror,2
intriguing and suspenseful murder mysteries,gory,2
intriguing and suspenseful murder mysteries,gruesome,2
intriguing and suspenseful murder mysteries,the undead and monster classics,2
emotional and captivating fantasy storytelling,horror,2
humanity's odyssey: earth and beyond,action,2
comedy,superheroes in action-packed battles with villains,2
explosive and action-packed heroes vs. villains,superheroes in action-packed battles with villains,2
drugs and gangsters,epic heroes,2
gritty crime and ruthless gangsters,epic heroes,2
drama,twisted dark psychological thriller,2
emotional and touching family dramas,powerful stories of heartbreak and suffering,2
teen friendship and coming-of-age,comedy,2
adventure,horror,2
challenging or sexual themes & twists,crime,2
heartbreaking and moving family drama,powerful stories of heartbreak and suffering,2
survival horror and zombie carnage,action,2
epic adventure and breathtaking battles,comedy,2
dreamlike,thriller,2
quirky,thriller,2
and surreal storytelling,thriller,2
adrenaline-fueled action and fast cars,high speed and special ops,2
exciting spy thrillers with tense intrigue,epic heroes,2
violent action,high speed and special ops,2
guns,high speed and special ops,2
and crime,high speed and special ops,2
legendary musicians and stardom,comedy,2
funny jokes and crude humor,twisted dark psychological thriller,2
crime,and crime,2
crime,guns,2
crime,high speed and special ops,2
crime,violent action,2
intense combat and martial arts,explosive and action-packed heroes vs. villains,2
thrillers and murder mysteries,and supernatural horror,2
thrillers and murder mysteries,haunted,2
thrillers and murder mysteries,terrifying,2
thought-provoking sci-fi action and future technology,adventure,2
imaginative space odysseys and alien encounters,adventure,2
catchy songs and hilarious musical comedy,laugh-out-loud relationship entanglements,2
sci-fi monster and dinosaur adventures,horror,2
enduring stories of family and marital drama,touching and sentimental family stories,2
science fiction,crime,2
thought-provoking sci-fi action and future technology,crime,2
action,animation,2
war,comedy,2
mystery,thrillers and murder mysteries,2
laugh-out-loud relationship entanglements,crime,2
western,comedy,2
westerns,comedy,2
western frontier dramas with a touch of humor,comedy,2
monsters,animation,2
aliens,animation,2
sci-fi and the apocalypse,animation,2
epic heroes,animation,2
emotional and captivating fantasy storytelling,animation,2
comedy,and supernatural horror,2
comedy,haunted,2
comedy,terrifying,2
fantasy,epic heroes,2
animation,superheroes in action-packed battles with villains,2
humanity and the world around us,documentary,2
dangerous technology and the apocalypse,aliens,2
dangerous technology and the apocalypse,monsters,2
dangerous technology and the apocalypse,sci-fi and the apocalypse,2
music,moving relationship stories,2
moving relationship stories,action,2
intense combat and martial arts,crude humor and satire,2
kids' animated fun and adventure,and slapstick humor,2
kids' animated fun and adventure,gags,2
kids' animated fun and adventure,jokes,2
spooky,and slapstick humor,2
spooky,gags,2
spooky,jokes,2
scary comedy,and slapstick humor,2
scary comedy,gags,2
scary comedy,jokes,2
quirky and endearing relationships,and slapstick humor,2
quirky and endearing relationships,gags,2
quirky and endearing relationships,jokes,2
horror,imaginative space odysseys and alien encounters,2
horror,thought-provoking sci-fi action and future technology,2
crude humor and satire,epic heroes,2
gags,superheroes in action-packed battles with villains,2
jokes,superheroes in action-packed battles with villains,2
and slapstick humor,superheroes in action-packed battles with villains,2
drugs and gangsters,horror,2
charming romances and delightful chemistry,thriller,1
comedy,mystery,1
crude humor and satire,mystery,1
gags,mystery,1
jokes,mystery,1
and slapstick humor,mystery,1
funny jokes and crude humor,mystery,1
amusing jokes and witty satire,mystery,1
spooky,crime,1
spooky,mystery,1
scary comedy,crime,1
scary comedy,mystery,1
catchy songs and hilarious musical comedy,mystery,1
music,documentary,1
legendary musicians and stardom,documentary,1
emotional life of renowned artists,documentary,1
emotional lgbtq relationships,crude humor and satire,1
drama,action-packed space and alien sagas,1
drama,aliens,1
drama,monsters,1
drama,sci-fi and the apocalypse,1
chilling experiments and classic monster horror,action-packed space and alien sagas,1
chilling experiments and classic monster horror,aliens,1
chilling experiments and classic monster horror,monsters,1
chilling experiments and classic monster horror,sci-fi and the apocalypse,1
twisted dark psychological thriller,action-packed space and alien sagas,1
twisted dark psychological thriller,aliens,1
twisted dark psychological thriller,monsters,1
twisted dark psychological thriller,sci-fi and the apocalypse,1
twisted dark psychological thriller,science fiction,1
catchy songs and hilarious musical comedy,adventure,1
funny jokes and crude humor,adventure,1
gripping,moving relationship stories,1
intense violent crime,moving relationship stories,1
spooky,science fiction,1
scary comedy,science fiction,1
faith and spiritual journeys,horror,1
holiday joy and heartwarming christmas,moving relationship stories,1
kids' animated fun and adventure,moving relationship stories,1
politics and human rights,moving relationship stories,1
racism and the powerful fight for justice,moving relationship stories,1
tv movie,mystery,1
drama,mystery,1
amusing jokes and witty satire,laugh-out-loud relationship entanglements,1
crude humor and satire,touching and sentimental family stories,1
laugh-out-loud relationship entanglements,touching and sentimental family stories,1
gags,moving relationship stories,1
gags,touching and sentimental family stories,1
jokes,moving relationship stories,1
jokes,touching and sentimental family stories,1
and slapstick humor,moving relationship stories,1
and slapstick humor,touching and sentimental family stories,1
funny jokes and crude humor,touching and sentimental family stories,1
humanity and the world around us,thriller,1
amusing jokes and witty satire,science fiction,1
war and historical adventure,science fiction,1
military combat and heroic soldiers,science fiction,1
thriller,moving relationship stories,1
the undead and monster classics,moving relationship stories,1
thrillers and murder mysteries,moving relationship stories,1
twisted dark psychological thriller,moving relationship stories,1
gory,moving relationship stories,1
gruesome,moving relationship stories,1
and slasher horror,moving relationship stories,1
terrifying,moving relationship stories,1
haunted,moving relationship stories,1
and supernatural horror,moving relationship stories,1
gothic and eerie haunting horror,moving relationship stories,1
suspenseful crime thrillers,moving relationship stories,1
comedy,military combat and heroic soldiers,1
comedy,nazis and world war ii,1
comedy,war,1
comedy,war and historical adventure,1
adventure,military combat and heroic soldiers,1
adventure,nazis and world war ii,1
adventure,war,1
adventure,war and historical adventure,1
war,nazis and world war ii,1
war and historical adventure,nazis and world war ii,1
crude humor and satire,military combat and heroic soldiers,1
crude humor and satire,nazis and world war ii,1
crude humor and satire,war,1
crude humor and satire,war and historical adventure,1
military combat and heroic soldiers,nazis and world war ii,1
bravery in war,nazis and world war ii,1
nazis and world war ii,nazis and world war ii,1
amusing jokes and witty satire,military combat and heroic soldiers,1
amusing jokes and witty satire,nazis and world war ii,1
amusing jokes and witty satire,war,1
amusing jokes and witty satire,war and historical adventure,1
gags,military combat and heroic soldiers,1
gags,nazis and world war ii,1
gags,war,1
gags,war and historical adventure,1
jokes,military combat and heroic soldiers,1
jokes,nazis and world war ii,1
jokes,war,1
jokes,war and historical adventure,1
and slapstick humor,military combat and heroic soldiers,1
and slapstick humor,nazis and world war ii,1
and slapstick humor,war,1
and slapstick humor,war and historical adventure,1
racism and the powerful fight for justice,crime,1
action,the undead and monster classics,1
catchy songs and hilarious musical comedy,fantasy,1
laugh-out-loud relationship entanglements,fantasy,1
charming romances and delightful chemistry,fantasy,1
drama,high speed and special ops,1
politics and human rights,high speed and special ops,1
war and historical adventure,high speed and special ops,1
military combat and heroic soldiers,high speed and special ops,1
politics,high speed and special ops,1
propaganda,high speed and special ops,1
and political documentaries,high speed and special ops,1
intense political and terrorist thrillers,horror,1
intense political and terrorist thrillers,the undead and monster classics,1
dangerous technology and the apocalypse,adventure,1
dangerous technology and the apocalypse,epic heroes,1
dangerous technology and the apocalypse,superheroes in action-packed battles with villains,1
catchy songs and hilarious musical comedy,thriller,1
amusing jokes and witty satire,thriller,1
music,action,1
music,epic heroes,1
dance rhythms and catchy tunes,action,1
dance rhythms and catchy tunes,epic heroes,1
mystery,underdogs and coming of age,1
powerful stories of heartbreak and suffering,underdogs and coming of age,1
heartbreaking and moving family drama,underdogs and coming of age,1
enduring stories of family and marital drama,underdogs and coming of age,1
science fiction,moving relationship stories,1
monsters,moving relationship stories,1
aliens,moving relationship stories,1
sci-fi and the apocalypse,moving relationship stories,1
thought-provoking sci-fi action and future technology,moving relationship stories,1
emotional and captivating fantasy storytelling,romance,1
humanity's odyssey: earth and beyond,moving relationship stories,1
humanity's odyssey: earth and beyond,romance,1
animation,kids' animated fun and adventure,1
superheroes in action-packed battles with villains,family,1
superheroes in action-packed battles with villains,kids' animated fun and adventure,1
holiday joy and heartwarming christmas,animation,1
challenging or sexual themes & twists,moving relationship stories,1
animation,thriller,1
drama,laugh-out-loud relationship entanglements,1
teen school antics and laughter,laugh-out-loud relationship entanglements,1
drugs and gangsters,twisted dark psychological thriller,1
dreamlike,science fiction,1
quirky,science fiction,1
and surreal storytelling,science fiction,1
brutal,drugs and gangsters,1
violent prison drama,drugs and gangsters,1
catchy songs and hilarious musical comedy,underdogs and coming of age,1
holiday joy and heartwarming christmas,action,1
war and historical adventure,comedy,1
crime,moving relationship stories,1
music,crude humor and satire,1
mystery,and terrifying horror,1
mystery,chilling,1
mystery,creepy,1
crime,amusing jokes and witty satire,1
crime,funny jokes and crude humor,1
catchy songs and hilarious musical comedy,amusing jokes and witty satire,1
crime,intriguing and suspenseful murder mysteries,1
crime,suspenseful crime thrillers,1
horror,suspenseful crime thrillers,1
thriller,intriguing and suspenseful murder mysteries,1
thriller,suspenseful crime thrillers,1
intense violence and sexual transgression,intriguing and suspenseful murder mysteries,1
intense violence and sexual transgression,suspenseful crime thrillers,1
thrillers and murder mysteries,suspenseful crime thrillers,1
suspenseful crime thrillers,suspenseful crime thrillers,1
intriguing and suspenseful murder mysteries,suspenseful crime thrillers,1
graphic violence and brutal revenge,suspenseful crime thrillers,1
noir and dark crime dramas,intriguing and suspenseful murder mysteries,1
noir and dark crime dramas,mystery,1
noir and dark crime dramas,suspenseful crime thrillers,1
twisted dark psychological thriller,suspenseful crime thrillers,1
faith and religion,mystery,1
faith and spiritual journeys,mystery,1
crime,science fiction,1
suspenseful crime thrillers,science fiction,1
epic history and literature,family,1
war and historical adventure,family,1
intense combat and martial arts,family,1
fantasy adventure,family,1
heroism,family,1
and swordplay,family,1
historical battles and epic heroism,family,1
tragic sadness and captivating beauty,family,1
intense violence and sexual transgression,science fiction,1
imaginative space odysseys and alien encounters,the undead and monster classics,1
dazzling vocal performances and musicals,fantasy,1
drama,thrillers and murder mysteries,1
underdogs and coming of age,thrillers and murder mysteries,1
animation,crime,1
comedy,music,1
thriller,music,1
song and dance,music,1
dazzling vocal performances and musicals,music,1
touching and sentimental family stories,adventure,1
emotional lgbtq relationships,adventure,1
intense violence and sexual transgression,romance,1
drugs and gangsters,romance,1
gritty crime and ruthless gangsters,romance,1
violent crime and drugs,romance,1
engaging,romance,1
intense crime and casino drama,romance,1
violent action,romance,1
guns,romance,1
and crime,romance,1
religious faith,romance,1
sin,romance,1
and forgiveness,romance,1
underdog fighting and boxing stories,comedy,1
intense violence and sexual transgression,fantasy,1
challenging or sexual themes & twists,fantasy,1
lavish dramas and sumptuous royalty,fantasy,1
dreamlike,fantasy,1
quirky,fantasy,1
